Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;OrdenEntidad;Entidad Centralizada;ID del Proceso;Referencia del Proceso;PCI;ID del Portafolio;Nombre del Procedimiento;Descripción del Procedimiento;Fase;Fecha de Publicacion del Proceso;Fecha de Ultima Publicación;Fecha de Publicacion (Fase Planeacion Precalificacion);Fecha de Publicacion (Fase Seleccion Precalificacion);Fecha de Publicacion (Manifestacion de Interes);Fecha de Publicacion (Fase Borrador);Fecha de Publicacion (Fase Seleccion);Precio Base;Modalidad de Contratacion;Justificación Modalidad de Contratación;Duracion;Unidad de Duracion;Fecha de Recepcion de Respuestas;Fecha de Apertura de Respuesta;Fecha de Apertura Efectiva;Ciudad de la Unidad de Contratación;Nombre de la Unidad de Contratación;Proveedores Invitados;Proveedores con Invitacion Directa;Visualizaciones del Procedimiento;Proveedores que Manifestaron Interes;Respuestas al Procedimiento;Respuestas Externas;Conteo de Respuestas a Ofertas;Proveedores Unicos con Respuestas;Numero de Lotes;Estado del Procedimiento;ID Estado del Procedimiento;Adjudicado;ID Adjudicacion;CodigoProveedor;Departamento Proveedor;Ciudad Proveedor;Fecha Adjudicacion;Valor Total Adjudicacion;Nombre del Adjudicador;Nombre del Proveedor Adjudicado;NIT del Proveedor Adjudicado;Codigo Principal de Categoria;Estado de Apertura del Proceso;Tipo de Contrato;Subtipo de Contrato;Categorias Adicionales;URLProceso;Codigo Entidad;Estado Resumen
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.7318138;11-048-2024;704960004;CO1.BDOS.7181742;AUNAR ESFUERZOS REALIZACIÓN DE LAS NOVENAS NAVIDEÑAS 2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA LA REALIZACIÓN DE LAS NOVENAS NAVIDEÑAS 2024, A REALIZARSE EN LAS DIFERENTES COMUNAS DEL MUNICIPIO DE CARTAGO;Presentación de oferta;12/13/2024;12/13/2024;;;;;12/13/2024;266,175,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);;;12/13/2024;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;359;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2126523;710427048;Valle del Cauca;Cali;12/13/2024;266,175,000;ADAMILA DEL PILAR JARAMILLO RIOS;FONPACIFICO;901039684;V1.93141702;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7202400;704,960,004;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.3994664;CONVENIO-001-2023;704260173;CO1.BDOS.3899252;CONVENIO-001-2023;"ADMINISTRATIVOS, TÉCNICOS Y FINANCIEROS EN DESARROLLO DEL CONVENIO MARCO INTERINSTITUCIONAL NO. CM-003-2022, EN EL MARCO DE LA LÍNEA ESTRATÉGICA LA UNIÓN COMPETITIVA DEL PLAN DE DESARROLLO DENOMINADO  ME LA JUEGO POR LA UNIÓN 2020 - 2023  DEL MUNICIPIO DE LA UNIÓN VALLE: PARA LA GERENCIA INTEGRAL DE LOS PROYECTOS DE INVERSIÓN CORRESPONDIENTES A:  1) REMODELACIÓN DEL PARQUE EL PRADO LA UNIÓN; 2) REMODELACIÓN PARQUE LA CRUZ BARRIO BELLAVISTA LA UNIÓN;3) REMODELACIÓN PARQUE PRINCIPAL ARGEMIRO ESCOB";Presentación de oferta;2/01/2023;2/01/2023;;;;;2/01/2023;11,481,486,822;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);333;día(s);2/02/2023;;2/01/2023;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1535132;710427048;Valle del Cauca;Cali;2/01/2023;11,481,486,822;Ricardo Andres Hernandez Gomez;FONPACIFICO;901039684;V1.95111500;Abierto;Otro;No Definido;V180101600, V181101500, V195121700;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3901921;704,260,173;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.5254265;CONVENIO-0018-2023;704260173;CO1.BDOS.5139739;CONVENIO-0018-2023;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS FINANCIEROS Y HUMANOS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL  FONPACIFICO  PARA EL FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES EN GESTIÓN DOCUMENTAL RELACIONADAS CON EL PLAN DE FORMALIZACIÓN DEL EMPLEO PÚBLICO DEL MUNICIPIO DE LA UNIÓN VALLE CONFORME A LA METODOLOGÍA Y DOCUMENTOS DEFINIDOS POR EL DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA - DAFP;Presentación de oferta;11/08/2023;11/08/2023;;;;;11/08/2023;215,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);53;día(s);11/09/2023;;11/08/2023;La Unión;Departamento Administrativo Jurídico;464;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1767020;710427048;Valle del Cauca;Cali;11/08/2023;215,000,000;WILLIAM FERNANDO PALOMINO ZÚÑIGA;FONPACIFICO;901039684;V1.80101505;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5151255;704,260,173;Adjudicado
ALCALDÍA DE VILLAGARZON;800054249;Putumayo;Villagarzón;Territorial;Descentralizada;CO1.REQ.5342722;SPIM-CDCI-004-2023;708723937;CO1.BDOS.5225597;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS Y RECURSOS ADMINISTRATIVOS, TECNICOS Y FINANCIEROS EN EL MARCO DEL MEJORAMIENTO INTEGRAL DEL CENTRO DE BIENESTAR Y VIDA PARA LA TERCERA EDAD JESUS DE NAZARET MUNICIPIO DE VILLAGARZON;Presentación de oferta;11/27/2023;11/27/2023;;;;;11/27/2023;233,403,252;Contratación directa;Contratos o convenios Interadministrativos (valor cero);36;día(s);;;;Villagarzón;CONTRATACION;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.72101500;Abierto;Obra;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5243139;708,723,937;Adjudicado
ALCALDIA MUNICIPIO DE QUIBDO;891680011;Chocó;Quibdó;Territorial;Centralizada;CO1.REQ.4766765;CD N° 504 - 2023;703035956;CO1.BDOS.4661347;FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA LA CONSTRUCCIÓN DE UNA GUÍA METODOLÓGICA E IMPLEMENTACIÓN DE UN PLAN FORMACIÓN PEDAGÓGICA A 150 DOCENTES Y DIRECTIVOS DE ESTABLECIMIENTOS EDUCATIVOS RURALES OFICIALES DEL MUNICIPIO DE QUIBDÓ.;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;423,100,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);120;día(s);;;;Quibdó;CONTRATACION;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.86101710;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4668377;703,035,956;Adjudicado
ALCALDÍA MUNICIPAL DE ROLDANILLO;891900289;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.3191362;MRCI006DE2022.;704271436;CO1.BDOS.3106829;"LA ELABORACIÓN DEL PLAN INSTITUCIONAL DE ARCHIVOS; EL PROGRAMA DE GESTIÓN DOCUMENTAL";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE ROLDANILLO Y FONPACIFICO, PARA LA ELABORACIÓN DEL PLAN INSTITUCIONAL DE ARCHIVOS, EL PROGRAMA DE GESTIÓN DOCUMENTAL Y EL SISTEMA INTEGRADO DE CONSERVACIÓN, QUE CONTRIBUYA AL FORTALECIMIENTO DE LA GESTIÓN DE LA ENTIDAD Y EL MUNICIPIO.;Presentación de oferta;8/04/2022;8/04/2022;;;;;8/04/2022;22,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);90;día(s);8/04/2022;;;Roldanillo;Oficina de contratación;1,812;1;3;0;1;0;0;1;0;Cancelado;100;Si;CO1.AWD.1384836;710427048;Valle del Cauca;Cali;;22,000,000;angy marcela forero marin;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3108490;704,271,436;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.7128121;11-037-2024;704960004;CO1.BDOS.6995201;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y HUMANOS CON LA ALCALDÍA MUNICIPAL DE CARTAGO";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA DESARROLLAR ACTIVIDADES QUE FORTALEZCAN EL EMPRENDIMIENTO LOCAL E INTEGREN A COMERCIANTES A TRAVES DE ESTRATEGIAS PARA PROMOCIONAR SUS PRODUCTOS Y SERVICIOS EN EL MUNICIPIO DE CARTAGO;Presentación de oferta;;;;;;;;66,040,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);15;día(s);11/06/2024;;11/06/2024;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2079540;710427048;Valle del Cauca;Cali;11/06/2024;66,040,000;SANTIAGO MENDOZA GUZMAN;FONPACIFICO;901039684;V1.80141607;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7006983;704,960,004;Adjudicado
MUNICIPIO DE DAGUA;800100514;Valle del Cauca;Dagua;Territorial;Descentralizada;CO1.REQ.2448453;CD-544-2021;704923762;CO1.BDOS.2379247;"CONVENIO INTERADMINISTRATIVO ESPECÍFICO No. 2021585 DE 2021 ENTRE EL MUNICIPIO DE DAGUA; VALLE DEL CAUCA Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL  FONPACÍFICO; DERIVADO DEL CONVENIO MARCO";CONVENIO INTERADMINISTRATIVO ESPECÍFICO No. 2021585 DE 2021 ENTRE EL MUNICIPIO DE DAGUA, VALLE DEL CAUCA Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL  FONPACÍFICO, DERIVADO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL 001 DEL 04 DE NOVIEMBRE DE 2021;Fase de ofertas;11/12/2021;11/12/2021;;;;;11/12/2021;80,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);40;día(s);;;;Dagua;CONTRATACIÓN DAGUA;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.72121400;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2386321;704,923,762;Adjudicado
ALCALDIA MUNICIPIO DE DOSQUEBRADAS;800099310;Risaralda;Dosquebradas;Territorial;Centralizada;CO1.REQ.7200503;CI-01955-2024;704187608;CO1.BDOS.7065816;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS; ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES; ARTÍSTICAS; DEPORTIVAS; SOCIALES INSTITUCIONA";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS, ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES, ARTÍSTICAS, DEPORTIVAS, SOCIALES INSTITUCIONALES Y/O DE PROMOCIÓN DEL TURISMO EN EL MUNICIPIO DE DOSQUEBRADAS;Presentación de oferta;;;;;;;;2,618,632,663;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);40;día(s);11/20/2024;;11/20/2024;Dosquebradas;SECRETARÍA DE ASUNTOS ADMINISTRATIVOS;1;1;1;0;1;0;0;1;0;Abierto;70;Si;CO1.AWD.2093500;710427048;Valle del Cauca;Cali;11/20/2024;2,618,632,663;DIANA CRISTINA LARGO TABORDA;FONPACIFICO;901039684;V1.93141701;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7080444;704,187,608;Adjudicado
ALCALDÍA DE VILLAGARZON;800054249;Putumayo;Villagarzón;Territorial;Descentralizada;CO1.REQ.7199986;SDRMAM-CDCI-002-2024;708723937;CO1.BDOS.7065429;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE VILLAGARZÓN Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL- FONPACIFICO PARA AUNAR ESFUERZOS PARA LA EJECUCIÓN DEL PROYECTO DENOMINADO  ESTUDIOS;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE VILLAGARZÓN Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL- FONPACIFICO PARA AUNAR ESFUERZOS PARA LA EJECUCIÓN DEL PROYECTO DENOMINADO  ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCIÓN DEL CENTRO REGIONAL AGROINDUSTRIAL DE INNOVACIÓN, LOGÍSTICA, COMERCIALIZACIÓN DE PRODUCTOS AGROPECUARIOS PILOTO EN EL MUNICIPIO DE VILLAGARZÓN, DEPARTAMENTO DEL PUTUMAYO;Presentación de oferta;11/20/2024;11/20/2024;;;;;11/20/2024;500,000,000;Contratación directa;Servicios profesionales y apoyo a la gestión;4;Mes(es);;;;Villagarzón;CONTRATACION;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80101602;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7081864;708,723,937;Adjudicado
ALCALDÍA MUNICIPAL DE ROLDANILLO;891900289;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.7200615;2024272;704271436;CO1.BDOS.7066042;"EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL NO. CM-008-2024;";EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL NO. CM-008-2024, AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA LLEVAR A CABO LA EJECUCIÓN DEL MEJORAMIENTO Y ENLUCIMIENTO DE LAS INSTALACIONES DE LAS EDIFICACIONES ADSCRITAS AL MUNICIPIO DE ROLDANILLO Y EL MEJORAMIENTO DE LAS SEDES EDUCATIVAS EN EL MUNICIPIO DE ROLDANILLO - VALLE DEL CAUCA;Presentación de oferta;;;;;;;;166,334,718;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);11/20/2024;;11/20/2024;Roldanillo;Oficina de contratación;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2098816;710427048;Valle del Cauca;Cali;11/25/2024;174,651,454;JORGE ENRIQUE HOLGUIN VARELA;FONPACIFICO;901039684;V1.72101507;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7079934;704,271,436;Adjudicado
MUNICIPIO DE TORO;891900985;Valle del Cauca;Toro;Territorial;Centralizada;CO1.REQ.5423514;CD-MTO-CIA020-2023;704975077;CO1.BDOS.5304479;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y HUMANOS PARA APOYAR A LA SECRETARIA DE GOBIERNO EN LA REALIZACIÓN DE LAS CAMPAÑAS DE PREVENCIÓN PARA EL NO USO DE PÓLVORA Y EL NO CONSUMO DE SU";"AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA APOYAR A LA SECRETARIA DE GOBIERNO EN LA REALIZACIÓN DE LAS CAMPAÑAS DE PREVENCIÓN PARA EL NO USO DE
PÓLVORA Y EL NO CONSUMO DE SUSTANCIAS PSICOACTIVAS O ESTUPEFACIENTES A TRAVÉS DE ACTIVIDADES PARA GENERAR AMBIENTES QUE PROPICIEN LA SEGURIDAD CIUDADANA Y ORDEN PÚBLICO EN CUMPLIMIENTO AL PLAN DE ACCIÓN 2023 DEL PISCC DEL MUNICIPIO DE TORO VALLE DEL CAUCA.";Presentación de oferta;12/14/2023;12/14/2023;;;;;12/14/2023;129,000,000;Contratación directa;Servicios profesionales y apoyo a la gestión;15;día(s);;;;Toro;UNIDAD DE CONTRATACION;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80111600;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5319734;704,975,077;Adjudicado
MUNICIPIO DE FLORENCIA;800095728;Caquetá;Florencia;Territorial;Centralizada;CO1.REQ.4761997;COV-OAJC-009-2023;704035211;CO1.BDOS.4657016;"AUNAR ESFUERZOS Y RECURSOS ADMINISTRATIVOS; FINANCIEROS Y TECNICOS PARA DESARROLLAR EN EL MARCO DEL PROGRAMA DE INTERES PUBLICO DENOMINADO: ALIANZA PAZ PACIFICO - CAPITULO FLORENCIA CAQUETA PARA EL DE";AUNAR ESFUERZOS Y RECURSOS ADMINISTRATIVOS, FINANCIEROS Y TECNICOS PARA DESARROLLAR EN EL MARCO DEL PROGRAMA DE INTERES PUBLICO DENOMINADO: ALIANZA PAZ PACIFICO - CAPITULO FLORENCIA CAQUETA PARA EL DE;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;8,157,441,841;Contratación directa;Contratos o convenios Interadministrativos (valor cero);165;día(s);;;;Florencia;G.I.T. Contratación;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.72103300;Abierto;Otro;No Definido;V172152700, V181101500;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4663324;704,035,211;Adjudicado
CONCEJO DISTRITAL DE SANTIAGO DE CALI;890399011;Valle del Cauca;Cali;Territorial;Centralizada;CO1.REQ.3363669;21.1.8.1.2-2022;702892266;CO1.BDOS.3276609;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS PARA EL SERVICIO DE GESTIÓN OPERACIÓN Y ADMINISTRACIÓN DE LA IMPLEMENTACIÓN DE ESTRATEGIAS DE COMUNICACIÓN, DIFUSIÓN, DIVULGACIÓN Y REPRODUCCIÓN DE INFORMACIÓN PARA EL CONCEJO DISTRITAL DE SANTIAGO DE CALI;Presentación de oferta;09/14/2022;09/14/2022;;;;;09/14/2022;180,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);4;Mes(es);09/20/2022;;09/14/2022;Cali;CONCEJO DISTRITAL DE SANTIAGO DE CALI;926;1;10;0;0;0;0;0;0;Seleccionado;70;Si;CO1.AWD.1423333;710427048;Valle del Cauca;Cali;09/21/2022;180,000,000;LAURA ARGOTE PARRA;FONPACIFICO;901039684;V1.82101500;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3279103;702,892,266;Adjudicado
GOBERNACION DEL CHOCÓ.;891680010;No Definido;No Definido;Territorial;Descentralizada;CO1.REQ.7339155;CD-CI-GDCH-012-2024;710188293;CO1.BDOS.7202453;CONTRATO INTERADMINISTRATIVO RENDICION DE CUENTAS;CONTRATO INTERADMINISTRATIVO ENTRE LA GOBERNACIÓN DEL CHOCÓ Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL PARA EL APOYO LOGÍSTICO EN LA REALIZACIÓN DE LA RENDICIÓN PUBLICA DE CUENTA DEL CHOCÓ EN RUTA HACIA EL PROGRESO - 2024;Presentación de oferta;;;;;;;;85,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);10;día(s);;;;Quibdó;GOBERNACION CENTRAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80111601;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7223005;710,188,293;Adjudicado
CONCEJO MUNICIPAL CARTAGO;900215967;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.4082934;CMC-001-010-2023;719505695;CO1.BDOS.3987421;CONVENIO INTERADMINISTRATIVO COMPLEMENTACION E IMPLEMENTACION  PLAN ANTICORRUPCION 2023;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE EL CONCEJO MUNICIPAL CARTAGO Y FONPACIFICO, PARA LA COMPLEMENTACIÓN E IMPLEMENTACION DEL PLAN ANTICORRUPCIÓN Y ATENCIÓN AL CIUDADANO, ADOPTADO MEDIANTE RESOLUCION 004 DE 31 DE ENERO DE 2023, INCLUYENDO LA REVISIÓN DEL MAPA DE RIESGOS DE CORRUPCIÓN DEL CONCEJO MUNICIPAL DEL MUNICIPIO DE CARTAGO;Presentación de oferta;02/13/2023;02/13/2023;;;;;02/13/2023;12,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);10;día(s);02/13/2023;;02/13/2023;Cartago;CONCEJO MUNICIPAL CARTAGO VALLE;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1544532;710427048;Valle del Cauca;Cali;02/13/2023;12,000,000;NOE ARBOLEDA HURTADO;FONPACIFICO;901039684;V1.80111620;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3988751;719,505,695;Adjudicado
CORPORACION AUTONOMA REGIONAL DEL TOLIMA;890704536;Tolima;Ibagué;Nacional;Centralizada;CO1.REQ.6872596;C- INTER-0014-2024.;702191560;CO1.BDOS.6744259;ANUAR ESFUERZOS TÉCNICOS Y FINANCIEROS PARA LA IMPLEMENTACIÓN DE LA RED VECINAL DE MONITOREO DE CALIDAD DEL AIRE EN EL MUNICIPIO DE EL ESPINAL.;ANUAR ESFUERZOS TÉCNICOS Y FINANCIEROS PARA LA IMPLEMENTACIÓN DE LA RED VECINAL DE MONITOREO DE CALIDAD DEL AIRE EN EL MUNICIPIO DE EL ESPINAL;Presentación de oferta;09/19/2024;09/19/2024;;;;;09/19/2024;647,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);4;Mes(es);;;;Ibagué;GESTION CONTRACTUAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93142102;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6754371;702,191,560;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.4748970;CONVENIO-016-2023;704260173;CO1.BDOS.4643839;CONVENIO-016-2023;AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS, Y FINANCIEROS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL (FONPACIFICO) PARA LA REALIZACION DE JORNADAS DE BIENESTAR INSTITUCIONAL E IMPLEMENTACION DEL PLAN INSTITUCIONAL DE CAPACITACIÓN A LOS FUNCIONARIOS Y FORTALECIMIENTO DEL SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO DE LA ALCALDÍA MUNICIPAL DE LA UNIÓN VALLE DEL CAUCA;Presentación de oferta;06/27/2023;06/27/2023;;;;;06/27/2023;104,982,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);187;día(s);06/28/2023;;06/27/2023;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1655413;710427048;Valle del Cauca;Cali;06/28/2023;104,982,000;WILLIAM FERNANDO PALOMINO ZÚÑIGA;FONPACIFICO;901039684;V1.86101705;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4650076;704,260,173;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.2125290;CONVENIO-010-2021;704260173;CO1.BDOS.2066688;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL FONPACIFICO PARA LA REALIZACION DE JORNADAS DE BIENESTAR INSTITUCIONAL A LOS FUNCIONARIOS DE LA ALCALDIA MUNICIPAL DE LA UNION VALLE DEL CAUCA;Presentación de oferta;7/01/2021;7/01/2021;;;;;7/01/2021;43,200,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);5;Mes(es);7/01/2021;;7/01/2021;La Unión;Departamento Administrativo de Desarrollo Institucional;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1058041;710427048;Valle del Cauca;Cali;7/01/2021;43,200,000;Melissa Montes Gomez;FONPACIFICO;901039684;V1.80161500;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2068042;704,260,173;Adjudicado
